축제명,축제시작일자,축제종료일자,축제내용,주최기관명,전화번호,홈페이지주소,소재지도로명주소,데이터기준일자,제공기관명
제21회 장미축제,2023-05-30,2023-06-01,장미가요제 등,장미축제위원회,033-000-0000,,강원도 원주시 장미공원길 67-16,2023-05-17,강원특별자치도 원주시
제13회 남한강축제,2023-07-29,2023-07-30,문화예술공연+노래자랑 등,남한강축제위원회,033-737-5630,,강원도 원주시 부론면 앙암로 1234,2023-05-17,강원특별자치도 원주시
치악산찰옥수수축제,2023-07-01,2023-07-01,지역 옥수수 판매 및 농특산물 직거래장터 운영 등,문막농업협동조합,033-737-1164,,,2023-05-17,강원특별자치도 원주시
치악산복숭아축제,2023-08-01,2023-08-01,지역 복숭아 판매+품평회+기타 등,치악산복숭아 원주시협의회,033-737-4131,,강원도 원주시 단구로 170,2023-05-17,강원특별자치도 원주시
2023 원주 댄싱카니발,2023-09-22,2023-09-24,댄싱경연+문화예술공연+각종 체험 등,강원도 원주시청,033-737-5123,,강원도 원주시 단구로 170,2023-05-17,강원특별자치도 원주시
981데이 : 중력 구월,2023-09-08,2023-10-03,중력으로 놀고 손 안에서 즐겨라,모노리스제주파크,1883-9810,blog.naver.com/981jeju/223208413445,제주특별자치도 제주시 애월읍 천덕로 880-24,2023-12-05,제주특별자치도
2023 하영올레 걷기 축제 & 걷기주간,2023-09-01,2023-09-10,걷기주간(자유걷기) 걷기투어(테마투어) 걷기축제(메인축제),제주특별자치도 서귀포시,064-760-3320,www.jejusta.or.kr/pages.php?p=10_1_1_1,제주특별자치도 서귀포시 중앙로 105,2023-12-05,제주특별자치도
제19회 쇠소깍 축제,2023-09-09,2023-09-10,테우체험 어린이 사생대회 청소년 페스티벌 가요제 현장참여 이벤트 등,효돈동연합청년회,064-760-4623,www.seogwipo.go.kr/festivals/blacksand/index.htm,제주특별자치도 서귀포시 쇠소깍로 128,2023-12-05,제주특별자치도
절물약수암 제6회 산사음악회,2023-09-03,2023-09-03,64년 된 제주의 전통 사찰이자 도민은 물론 관광객들에게도 많은 사람을 받고 있는 절물자연휴양림 내 위치한 한국불교조계종 절물약수암에서 산사음악회를 개최한다,한국불교조계종 절물약수암,,www.instagram.com/healinginjeju01/,제주특별자치도 제주시 명림로 584,2023-12-05,제주특별자치도
제2회 화북 포구문화제,2023-09-22,2023-09-23,보트타고 유적지 탐방 깅이잡기 고망낚시 예길따라 걸을락 체험프로그램(상설 부스 운영),제주특별자치도 제주시 화북동,064-728-4681,,제주특별자치도 제주시 금산5길 18,2023-12-05,제주특별자치도
2023성안올레걷기축제,2023-09-16,2023-09-17,코스별걷기 문화공연 체험프로그램 등 참여자 모두가 함께 참여하고 즐길 수 있는 다양한 행사가 펼쳐질 예정이다,제주특별자치도 제주시 관광진흥과,064-728-2752,blog.naver.com/seonganolle,제주특별자치도 제주시 중앙로3길 36,2023-12-05,제주특별자치도
제28회 오리문화제,2019-05-31,2019-06-01,오리이원익 영우참배+토크콘서트+전시+체험마당+재현행사 등,광명시청,02-2618-5800,www.gmcc.or.kr/,경기도 광명시 철망산로 42,2022-09-29,경기도 광명시
제29회 오리문화제,2021-10-09,2021-10-10,오리이원익 영우참배+헌화식+오리이원익 청렴 토크콘서트 및 퀴즈대회+메타버스축제장에서 만남 오리 이원익 등,광명시청,02-2618-5800,www.gmcc.or.kr/,경기도 광명시 철망산로 42,2022-09-29,경기도 광명시
농악대축제,2021-10-13,2021-10-13,전국학생농악경연대회(비대면)+개최공연 등,광명시청,02-899-1664,http://gmnongak.enterweb.co.kr/,경기도 광명시 철망산로 42,2022-09-29,경기도 광명시
지식정보화시대 책이 밥 먹여 주는 시대,2022-08-10,2022-08-10,아이들 독서 교육 강연,춘천시민언론협동조합 주간신문 춘천사람들,033-252-6217,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10677&search_type=1&search_keyword=ECA780EC8B9DECA095EBB3B4ED9994EC8B9CEB8C803F+ECB185EC9DB4+EBB0A5+EBA8B9EC97AC+ECA3BCEB8A94+EC8B9CEB8C8021,강원도 춘천시 공지로 255,2023-01-12,강원도 춘천시
2021 강원도민 연극교실 금쪽같은 우리엄빠 참여자 모집,2021-12-04,2021-12-05,2021 강원도민 연극교실 금쪽같은 우리엄빠 참여자 모집,강원도립극단,033-255-0496,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10001&search_type=1&search_keyword=2021+EAB095EC9B90EB8F84EBAFBC+EC97B0EAB7B9EAB590,강원도 춘천시 안마산로 89 4층,2023-01-12,강원도 춘천시
2021 정책아카데미 청년정책기획자 양성 과정 참여자 모집 안내,2021-11-20,2021-11-21,2021 정책아카데미 청년정책기획자 양성 과정 참여자 모집 안내,춘천시 청년청,033-910-3120,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9991&search_type=1&search_keyword=2021+ECA095ECB185EC9584ECB9B4EB8DB0EBAFB8,강원도 춘천시 신샘밭로 89 강원도청소년수련원,2023-01-12,강원도 춘천시
창조성워크샵 creativity,2021-11-07,2021-11-07,창조성워크샵(creativity),안현옥 몸맘창작소,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9965,강원도 춘천시 영서로 2299,2023-01-12,강원도 춘천시
재춘천인형극제_2021 콘텐츠 창의인재 동반 사업_공연예술의 저작권관련법,2021-11-04,2021-11-04,공연예술의 저작권관련법,한국콘텐츠진흥원,033-242-8452,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9961,강원도 춘천시 영서로 3017,2023-01-12,강원도 춘천시
한국저작권위원회 2021년 11월 무료 온라인 교육 안내,2021-11-01,2021-11-30,2021년 한국저작권위원회 원격(온라인) 저작권 교육,한국저작권위원회,055-792-0228,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9959&search_type=1&search_keyword=ED959CEAB5ADECA080EC9E91EAB68CEC9C84EC9B90ED9A8C5D+2021EB8584+11EC9B94+EBACB4EBA38C+EC98A8EB9DBCEC9DB8+EAB590EC9CA1+EC9588EB82B4,경상남도 진주시 충의로 19,2023-01-12,강원도 춘천시
2021 상상언더 청소년 교육생 모집밴드 댄스,2021-11-06,2021-12-11,조운동 도시재생현장지원센터에서 중앙로 상상언더그라운드의 청소년 시설을 이용하여 청소년 문화활동 및 여가활동을 도모하기 위해 맞춤 교육프로그램을 운영하고자 합니다.,조운동 도시재생현장지원센터,033-250-4937,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9956,강원도 춘천시 중앙로 38-5 다74-75,2023-01-12,강원도 춘천시
춘천인형극제 문화예술교육사 실습처 문화예술 장르의 결합과 현장실습,2021-11-01,2021-11-04,문화예술교육사 실습처 문화예술 장르의 결합과 현장실습,문화체육관광부,033-242-8452,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9921&search_type=1&search_keyword=ECB698ECB29CEC9DB8ED9895EAB7B9ECA09C5D+EBACB8ED9994EC9888EC88A0EAB590EC9CA1EC82AC+EC8BA4EC8AB5ECB298+EBACB8ED9994EC9888EC88A0+EC9EA5EBA5B4EC9D98+EAB2B0ED9,세종특별자치시 갈매로 388 정부세종청사 15동,2023-01-12,강원도 춘천시
2021 청년청 일자리 지원사업 글로벌기업취업JOB GO 시즌2 모집안내,2021-10-30,2021-11-30,2021년 청년들의을 위한 취업콘서트와 그룹멘토링,춘천시 청년청,033-910-3120,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9920&search_type=1&search_keyword=2021+ECB2ADEB8584ECB2AD+EC9DBCEC9E90EBA6AC+ECA780EC9B90EC82ACEC97855D+EAB880EBA19CEBB28CEAB8B0EC9785ECB7A8EC9785JOB+GO21+EC8B9CECA68C2+EBAAA8ECA791EC9588E,강원도 춘천시 공지로 255 3층,2023-01-12,강원도 춘천시
춘천시 청년청 청춘클라스 3차 네트워킹데이 춘천의 길 투어프로그램,2021-10-30,2021-10-30,춘천의 길_투어프로그램,춘천시 청년청,033-910-3107,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9914,강원도 춘천시 공지로 255,2023-01-12,강원도 춘천시
홍라무와 함께하는 몸시 워크샵,2021-10-17,2021-10-17,홍라무와 함께하는 몸시 워크샵,안현옥 몸맘창작소+사회적협동조합 무하,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9889&search_type=1&search_keyword=ED998DEB9DBCEBACB4EC9980+ED95A8EABB98ED9598EB8A94+EBAAB8EC8B9C+EC9B8CED81ACEC83B5,강원도 춘천시 행촌로 35(퇴계동),2023-01-12,강원도 춘천시
한국관광공사 2021 공연관광 마케팅 아카데미_사전모집,2021-10-15,2022-01-14,한국관광공사 2021 공연관광 마케팅 아카데미_사전모집,한국관광공사,02-766-6791,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9887&search_type=1&search_keyword=ED959CEAB5ADEAB480EAB491EAB3B5EC82AC5D+2021+EAB3B5EC97B0EAB480EAB491+EBA788ECBC80ED8C85+EC9584ECB9B4EB8DB0EBAFB8_EC82ACECA084EBAAA8ECA791,강원도 춘천시 중앙로 16 무림빌딩,2023-01-12,강원도 춘천시
통합문화예술교육프로그램 나와 만나는 예술 속 몸 짓 손 짓,2021-09-16,2021-10-28,"통합문화예술교육프로그램 나와 만나는 예술 속 몸 짓, 손 짓",문화체육관광부+강원도,070-4633-5807,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7689&search_type=1&search_keyword=ED86B5ED95A9EBACB8ED9994EC9888EC88A0EAB590EC9CA1ED9484EBA19CEAB7B8EB9EA8,강원도 춘천시 영서로 3017,2023-01-12,강원도 춘천시
2021 강원도립극단 배우술훈련,2021-09-27,2021-10-07,2021 강원도립극단 배우술훈련,강원도립극단,033-255-0496,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7686&search_type=1&search_keyword=2021+EAB095EC9B90EB8F84EBA6BDEAB7B9EB8BA8+EBB0B0EC9AB0EC88A0ED9B88EBA0A8,강원도 춘천시 안마산로 89 4층,2023-01-12,강원도 춘천시
달콤한 잠A Sweet Slumber,2020-07-17,2020-07-18,"달콤한 잠은 기억, 정육면체, 그리고 달콤한 잠. 이 세 작품을 통해 현대인들이 받아들이는 변형된 기억의 조각, 스스로를 옭아매는 마음, 그리고 또 다른 마음들의 움직임을 언어, 소리의 충돌",프로젝트 시공간,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7567,강원도 춘천시 춘천로 112,2023-01-12,강원도 춘천시
2020 강원민족예술한마당 끽해야 한판,2020-06-12,2020-06-13,"코로나19의 빠른 종식과 강원도민의 건강과 안녕을 기원하는 한마당, 우리 안의 신명으로 분단을 극복하고 평화통일의 시대를 염원하는 한마당",(사)강원민예총,033-252-8907,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7554&search_type=1&search_keyword=2020+EAB095EC9B90EBAFBCECA1B1EC9888EC88A0ED959CEBA788EB8BB9,강원도 춘천시 수변공원길 18,2023-01-12,강원도 춘천시
뮤지컬 루나틱,2020-06-13,2020-06-13,뮤지컬 루나틱,춘천연극제+G1강원민방,033-256-8246,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7553&search_type=1&search_keyword=EBAEA4ECA780ECBBAC+EBA3A8EB8298ED8BB1,강원도 춘천시 효자상길5번길 13,2023-01-12,강원도 춘천시
2022링크전-○△□,2022-09-16,2022-09-29,링크전은 소통과 연결을 화두로 삼아 해마다 주제를 달리하여 개최하는 전시,춘천문화재단,033-252-0731,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10794,강원도 춘천시 영서로 2260,2023-01-12,강원도 춘천시
2022 서현종 개인전,2022-10-01,2022-10-10,2022 서현종의 11번째 개인전-그의 이야기속에 나오는 나무 한 그루展,서현종,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10791&search_type=1&search_keyword=2022+EC849CED9884ECA285+EAB09CEC9DB8ECA084,강원도 춘천시 동면 공단로 104,2023-01-12,강원도 춘천시
제19회 겸로 이형제 개인전 봄내의 골목길-어제와 오늘,2022-09-09,2022-09-14,제19회 겸로 이형제 개인전 봄내의 골목길-어제와 오늘,이형제,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10780&page=4,강원도 춘천시 서부대성로 71,2023-01-12,강원도 춘천시
강원대학교 산학협력단 K-Digital Training 제2기 교육생 모집,2022-10-04,2023-03-13,언리얼엔진 기반 메타버스 개발자 양성 과정 교육생 모집,강원대학교 산학협력단,033-250-8945,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10763,강원도 춘천시 강원대학길 1,2023-01-12,강원도 춘천시
자연과 영혼을 담은 구자근展,2022-09-02,2022-09-07,자연과 영혼을 담은,구자근,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10753&search_type=1&search_keyword=EC9E90EC97B0EAB3BC+EC9881ED98BCEC9D84+EB8BB4EC9D805D+EAB5ACEC9E90EAB7BCE5B195,강원도 춘천시 서부대성로 71,2023-01-12,강원도 춘천시
한동국 현관문,2022-09-02,2022-09-18,"개나리미술관에서 원주출신,한동국의 첫 개인전을 개최",강원문화재단,070-8095-3899,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10752&search_type=1&search_keyword=ED959CEB8F99EAB5AD+3A+ED9884EAB480EBACB8,강원도 춘천시 동내면 거두택지길44번길 7-19,2023-01-12,강원도 춘천시
2022 춘천학 학술대회 댐과 춘천의 미래,2022-08-26,2022-08-26,2022 춘천학 학술대회,춘천문화원 춘천학연구소,033-244-5106,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10710&search_type=1&search_keyword=2022+ECB698ECB29CED9599+ED9599EC88A0EB8C80ED9A8C5D+EB8C90EAB3BC+ECB698ECB29CEC9D98+EBAFB8EB9E98,강원도 춘천시 강원대학길 1,2023-01-12,강원도 춘천시
할말하않 황효창展,2022-08-16,2022-08-28,황효창 작가의 초대전,개나리미술관,070-8095-3899,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10703&search_type=1&search_keyword=ED95A0EBA790ED9598EC958A+3A+ED99A9ED9AA8ECB0BDE5B195,강원도 춘천시 동내면 거두택지길44번길 7-19,2023-01-12,강원도 춘천시
힘찬 제왕수탉_ 제왕수탉 힘찬울림 Coq-imperial Powerful sound,2022-08-19,2022-08-31,이승철 초대전 LegendLee Invitation Exhibit,(사)한국미술협회 춘천지부,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10691,강원도 춘천시 서부대성로 71,2023-01-12,강원도 춘천시
유관선 사진전- 해빙,2022-06-03,2022-06-09,2년간의 조사와 촬영시기를 체크하고 2주간의 변화되는 형상을 표현,유관선,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10505,강원도 춘천시 영서로 2260,2023-01-12,강원도 춘천시
길창인 개인전 - 회귀,2022-07-16,2022-05-30,길창인 개인전 회귀’,길창인,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10499&search_type=1&search_keyword=EAB8B8ECB0BDEC9DB8+EAB09CEC9DB8ECA084,강원도 춘천시 금강로 86,2023-01-12,강원도 춘천시
춘천여성미술작가회『만화방창』展,2022-06-17,2022-06-22,만화방창이라는 주제로 만물이 소생하듯 여성작가의 고뇌와 변화하는 모습을 다양한 작업 영역에서 작가들의 조형언어로 현대미술의 웅지를 펼치고자 한다.,춘천여성미술작가회,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10488&search_type=1&search_keyword=ECB698ECB29CEC97ACEC84B1EBAFB8EC88A0EC9E91EAB080ED9A8CE3808EEBA78CED9994EBB0A9ECB0BDE3808FE5B195,강원도 춘천시 서부대성로 71,2023-01-12,강원도 춘천시
제2회 춘천 국제 어린이 그림 교류전,2022-05-27,2022-06-01,본 전시는 춘천시 해외교류도시와의 미술작품 교류를 통해 문화교류의 장을 만드는 전시,강원도 춘천시청,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10487&search_type=1&search_keyword=ECA09C2ED9A8C+ECB698ECB29C+EAB5ADECA09C+EC96B4EBA6B0EC9DB4+EAB7B8EBA6BC+EAB590EBA598ECA084,강원도 춘천시 서부대성로 71,2023-01-12,강원도 춘천시
